Response_ID,Group_ID,Group,Statement,Optimist,Hopeful,Curious,Neutral,Cautious,Skeptical,Pessimist,Op_hop,Op_cur,Op_cau,Op_skep,Op_pess,Hop_cur,Hop_neu,Hop_cau,Hop_skep,Hop_pess,Cur_neu,Cur_cau,Cur_skep,Cur_pess,Cau_neu,Cau_skep,Cau_pess,Skep_neu,Skep_pess,Op_cur_cau,Hop_cur_cau,Hop_cau_skep,Cau_skep_neu,PA,Pos_emotion,NA,Neg_emotion,HomeOwner,Involvement,Choice,INNOV,RET,ENV,SUM_INN_RET_ENV,Age,Gender,Education,Income,Occupants,HomeType,Region,Region_recoded,Area,SubjKnow,Know_recoded,BoilerWilling,HobWilling,H2homeWilling,Composite_adoption,H2futures,H2community,H2home,Composite_acceptance,Response
R895,VEG160,3,It sounds good.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,2,4,4,4,12,1,2,1,4,3,4,8,3,3,1,1,2,3,1,2,9,6,3,6,6
R896,VEG161,3,It sounds interesting and I’ve enjoyed learning about it.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,5,4,4,13,2,2,5,1,3,2,11,4,5,2,2,4,4,4,4,7,7,8,7.33,7
R897,VEG162,3,"It sounds promising, however too many gray areas to make a decision.",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,5,4,3,12,1,2,4,6,3,4,4,3,1,3,3,2,2,2,2,4,4,1,3,7
R898,VEG163,3,It sounds really good and great for our environment. I am very excited about it and definitely will be looking more into it. It is very important for me as a homeowner and also as a mother who is worried about child's future due to climate change.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Excited,.,,2,2,2,5,4,3,12,2,2,3,3,3,5,8,3,3,2,2,5,3,4,4,10,10,10,10,7
R899,VEG164,3,It's such a great idea as it reduces carbon monoxide.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,4,5,3,12,2,1,5,5,3,1,6,4,4,2,2,4,4,5,4.33,6,9,7,7.33,3
R900,VEG165,3,It very useful and important.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,4,4,5,13,2,1,5,6,3,1,6,4,4,3,3,4,4,3,3.67,7,8,10,8.33,5
R901,VEG166,3,It was educational.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,5,4,4,13,1,2,3,3,3,4,8,3,3,2,2,3,4,3,3.33,8,7,8,7.67,6
R902,VEG167,3,It was very informative and something should be done to save our planet.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,1,5,4,5,14,2,2,3,3,3,5,4,3,1,1,1,4,4,4,4,8,8,9,8.33,6
R903,VEG168,3,"It’s a gamble for now. If it works in the long run then it’s a great move. Indeed with the current economic turmoil and malignancy, a huge hydrogen reformed infrastructure change will be a big question mark. You will have to probably pay for it if you want it.",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,3,5,5,4,14,2,2,5,3,3,2,2,2,3,4,4,4,4,4,4,7,8,8,7.67,4
R904,VEG169,3,"It’s a good plan, and I think the government should go ahead with it.",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,3,5,5,5,15,1,2,4,4,2,1,2,2,4,4,4,4,4,4,4,8,8,8,8,5
R905,VEG170,3,It's a fab topic.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,4,4,12,1,2,3,2,1,1,10,2,3,3,3,3,3,4,3.33,5,7,7,6.33,6
R906,VEG171,3,It has to be a positive alternative going forward. We have to do something and quickly.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Positive,.,,1,2,3,5,3,4,12,3,1,1,2,2,2,11,4,3,1,1,4,4,4,4,9,9,9,9,3
R907,VEG172,3,It's going to be handy to use through the cost of living.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,4,4,12,1,2,3,4,3,5,5,4,5,3,3,5,4,4,4.33,9,8,8,8.33,7
R908,VEG173,3,It's good.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,2,4,5,5,14,2,1,5,6,3,2,4,3,3,2,2,3,3,3,3,9,8,8,8.33,7
R909,VEG174,3,It's interesting but not the pancea.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,5,5,14,3,1,5,5,3,2,10,2,5,4,4,3,3,2,2.67,8,7,8,7.67,7
R910,VEG175,3,It's one energy that I don't know too much about. I am very skeptical.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Skeptical,2,3,3,4,4,5,13,2,1,5,5,3,5,8,3,3,1,1,2,2,2,2,7,7,6,6.67,7
R911,VEG176,3,It's one of our future renewables.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,3,5,3,4,12,2,1,4,6,3,4,8,3,3,2,2,5,5,5,5,10,10,10,10,3
R912,VEG177,3,It's the way ahead environmentally and financially.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,5,5,4,14,2,1,1,5,3,4,8,3,3,3,3,4,4,4,4,9,9,10,9.33,1
R913,VEG178,3,Just hope that it improves the environment and helps tackle global warming.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,3,5,5,4,14,1,2,4,4,3,4,4,3,4,4,4,3,3,3,3,8,7,6,7,7
R914,VEG179,3,Levelling up should also include substantial rises in the cost of housing.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,3,4,5,4,13,3,1,4,1,3,2,8,3,3,3,3,3,1,3,2.33,6,6,6,6,1
R915,VEG180,3,Looks good in my opinion.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,4,5,4,13,2,1,5,6,3,2,9,1,4,5,4,5,5,5,5,8,8,8,8,6
R916,VEG181,3,More detailed information should be extended to the general public prior to any areas being switched over to confirm safety.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,3,4,12,3,1,1,3,1,5,3,2,4,1,1,1,1,1,1,7,5,5,5.67,5
R917,VEG182,3,More education should be done in form of campaigns to tell the public about this new technology.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,5,5,5,15,1,2,4,5,2,2,8,3,3,2,2,3,2,2,2.33,7,7,8,7.33,6
R918,VEG183,3,My attention is drawn to the fact that it burns well.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,2,4,4,4,12,1,1,1,1,2,5,8,3,4,2,2,1,3,4,2.67,5,8,5,6,4
R919,VEG184,3,My real concern is that it's a highly explosive gas.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Concerned,2,2,3,4,4,4,12,2,1,4,5,3,2,8,3,5,4,4,3,3,3,3,6,7,6,6.33,3
R920,VEG185,3,Need to know more.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,5,4,3,12,1,2,4,6,2,4,10,2,3,3,3,3,3,3,3,3,3,4,3.33,3
R921,VEG186,3,Need to move to a clean better energy supply.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,5,3,4,12,3,1,3,4,3,2,6,4,1,2,2,4,4,3,3.67,9,7,9,8.33,5
R922,VEG187,3,Needed for the future but will take some time to adapt business models.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,5,5,5,15,1,1,5,6,3,4,10,2,3,3,3,3,3,2,2.67,6,6,6,6,3
R923,VEG188,3,New technology should be welcomed.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,5,3,5,13,2,1,5,3,3,5,6,4,4,1,1,5,5,5,5,9,9,9,9,7
R924,VEG189,3,Not bothered.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,4,4,4,12,1,2,1,3,2,4,7,4,1,3,3,3,4,4,3.67,8,8,8,8,3
R925,VEG190,3,Not in my lifetime.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,4,4,4,12,3,1,4,4,1,5,10,2,3,3,3,1,2,1,1.33,2,3,1,2,3
R926,VEG191,3,Not sure.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,4,4,4,12,3,1,1,5,2,4,8,3,4,2,2,3,2,2,2.33,7,7,7,7,6
R927,VEG192,3,Not sure about it.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,5,3,4,12,2,2,5,4,3,2,8,3,3,2,2,5,5,5,5,9,10,9,9.33,3
R928,VEG193,3,Not sure about if is it safe.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,5,5,3,13,3,2,3,1,1,4,10,2,3,1,1,2,2,2,2,6,7,7,6.67,6
R929,VEG194,3,Not sure on it.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,5,4,3,12,2,2,5,1,3,4,1,1,3,1,1,4,4,4,4,6,4,6,5.33,6
R930,VEG195,3,"Not to be feared due to safety concerns, but definitely to be feared due to likely costs on individuals and government inaction on financial support!!!",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Fearful,1,2,3,4,4,4,12,3,1,4,3,2,4,11,4,3,3,3,3,3,3,3,6,8,8,7.33,3
R931,VEG196,3,Not too sure at the moment.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,5,4,4,13,1,2,1,5,3,4,7,4,4,1,1,2,2,2,2,4,3,3,3.33,3
R932,VEG197,3,Positive.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Positive,.,,2,2,2,4,4,4,12,2,2,5,4,3,5,6,4,3,3,3,4,2,3,3,7,5,7,6.33,1
R933,VEG198,3,Positive.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Positive,.,,1,3,3,5,5,5,15,3,1,5,4,1,1,8,3,3,3,3,4,5,4,4.33,7,8,10,8.33,4
R934,VEG199,3,Positive especially in this economic climate.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Positive,.,,2,3,2,4,4,4,12,1,2,5,6,2,5,8,3,3,3,3,4,4,4,4,8,8,9,8.33,3
R935,VEG200,3,"Safety is key - if produced from renewable electricity sources only, I'm in favour.",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,4,3,5,12,3,1,5,4,2,2,2,2,3,3,3,1,2,1,1.33,7,5,5,5.67,5
R936,VEG201,3,Saving the environment is the way forward.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,5,5,5,15,1,2,5,6,2,2,1,1,5,4,4,5,1,2,2.67,6,7,6,6.33,5
R937,VEG202,3,Smart and sustainable.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,4,4,4,12,3,1,3,4,2,1,8,3,4,4,4,4,4,4,4,8,7,8,7.67,7
R938,VEG203,3,Sounds like a considerable asset.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,5,4,14,3,1,4,5,2,2,6,4,4,3,3,5,5,5,5,9,10,10,9.67,6
R939,VEG204,3,Sounds like a good idea for the environment and hopefully help people save money.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,4,4,4,12,2,1,4,5,3,2,5,4,3,4,4,5,5,4,4.67,8,8,8,8,7
R940,VEG205,3,Sounds promising in replacing gas.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,4,4,4,12,3,1,1,5,3,5,10,2,3,2,2,4,4,4,4,8,9,9,8.67,7
R941,VEG206,3,The costs of any change over should be met by the companies that will receive obscene future profits.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,4,3,5,12,3,1,3,4,2,5,6,4,4,3,3,4,4,4,4,10,10,10,10,7
R942,VEG207,3,The government should make the initial investment and claim it back through the bills.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,5,5,4,14,3,1,5,6,3,1,4,3,1,3,3,5,5,4,4.67,7,9,9,8.33,7
R943,VEG208,3,"The only slight concern I have is the fact it is odourless, so I am unsure if people would be able to detect gas leaks through smell.",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Concerned,2,3,3,5,5,4,14,1,1,5,6,3,4,4,3,3,4,4,4,4,4,4,9,8,8,8.33,6
R944,VEG209,3,"The reality is the costs have to be balanced against the good they are going to do. This is a more difficult question than it sounds. However, I like the idea of green energy being used to create hydrogen as this will go some way to offsetting the imbalance between summer and winter production and also the issue of energy storage (which may end up more expensive than converting to hydrogen).",.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,1,5,4,4,13,2,1,5,6,3,5,4,3,3,3,3,3,3,3,3,5,5,5,5,7
R945,VEG210,3,The way forward along with wind and solar.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,3,4,12,3,1,1,1,3,1,3,2,3,2,2,3,3,3,3,10,10,9,9.67,6
R946,VEG211,3,There is still some apprehension and uncertainty.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Apprehensive,1,3,3,5,3,4,12,2,1,5,5,3,5,4,3,3,3,3,3,3,3,3,7,8,7,7.33,6
R947,VEG212,3,There needs to be more public awareness by the government and media (if the media can actually say something positive for a change).,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,5,3,5,13,3,1,3,4,3,2,6,4,5,3,3,5,5,5,5,8,10,10,9.33,6
R948,VEG213,3,They are useful and cool. It will help the universe and the UK in general when it comes to energy.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,4,5,14,2,1,4,6,3,1,6,4,4,4,4,5,4,4,4.33,8,6,10,8,6
R949,VEG214,3,This was really interesting to learn about the prospect of hydrogen and how it can provide a greener energy source. I am optimistic it may be a good solution for the future if we are to be a greener country.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Optimistic,.,,2,3,3,5,4,3,12,1,2,5,3,2,1,8,3,4,1,1,5,5,5,5,6,8,9,7.67,1
R950,VEG215,3,Unsure.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,1,4,4,4,12,3,1,3,1,1,4,11,4,3,2,2,3,3,3,3,5,5,5,5,6
R951,VEG216,3,Very willing to help get my home on to hydrogen.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,4,4,4,12,3,1,5,6,3,2,1,1,4,2,2,5,5,5,5,10,10,10,10,2
R952,VEG217,3,Very clean energy source.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,4,5,14,3,1,4,4,2,1,4,3,4,4,4,4,5,5,4.67,10,10,10,10,6
R953,VEG218,3,Very expensive.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,4,4,4,12,2,2,1,5,3,5,8,3,3,2,2,3,3,3,3,7,7,7,7,6
R954,VEG219,3,Very good idea and government should give more details about it on TV so we are aware.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,5,5,5,15,2,2,5,5,3,4,3,2,4,5,4,5,5,5,5,10,10,10,10,4
R955,VEG220,3,Very interested.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,4,4,12,2,2,3,3,3,2,10,2,3,2,2,4,4,4,4,9,9,9,9,3
R956,VEG221,3,Very interesting to save bills and security wise good.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,5,4,4,13,1,2,4,4,3,1,4,3,4,3,3,5,5,4,4.67,9,9,9,9,3
R957,VEG222,3,Very keen to support the introduction of greener fuels.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Keen,.,,1,2,2,4,4,4,12,3,1,1,2,3,4,8,3,4,2,2,3,3,2,2.67,9,9,6,8,2
R958,VEG223,3,Want government and industry to get off their backsides and provide households with green solutions. Make the roll out better planned and moderated than solar panels please.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,4,5,14,3,1,3,3,2,4,11,4,3,3,3,5,5,5,5,7,10,10,9,3
R959,VEG224,3,We need to be carbon zero and that could mean a mix of different technologies of which hydrogen could be one.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,5,4,5,14,3,1,3,8,3,5,8,3,5,2,2,3,3,3,3,10,10,10,10,2
R960,VEG225,3,We need to do this quickly and the technology and processes will get faster and cheaper as this gets going. This is an important strategy.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,5,4,4,13,3,1,5,6,2,2,4,3,3,3,3,5,5,5,5,10,10,10,10,3
R961,VEG226,3,We need to make this step for a better world and clean energy.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,4,4,4,12,1,1,4,3,2,4,11,4,4,3,3,5,5,5,5,10,10,10,10,6
R962,VEG227,3,"Well, hydrogen home is the way to reduce emissions and the world changing environment.",1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,4,4,12,2,1,4,6,2,2,4,3,3,2,2,4,4,4,4,7,5,7,6.33,5
R963,VEG228,3,Willing to move with technological advancements but it needs to be affordable.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,4,4,12,2,2,3,3,3,2,9,1,3,1,1,4,4,4,4,9,9,9,9,1
R964,VEG229,3,Willing to try if productive and affordable.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,5,4,3,12,2,2,3,5,3,4,3,2,4,2,2,3,3,3,3,8,8,8,8,7
R965,VEG230,3,Would it not be easier and safer to provide homes with energy from fuel cells rather than burning the hydrogen?,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,4,4,4,12,1,1,5,4,3,2,11,4,5,3,3,4,4,4,4,9,10,9,9.33,7
R966,VEG231,3,Would need to know more.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,4,4,4,12,3,2,1,5,3,2,10,2,3,1,1,1,1,1,1,6,7,6,6.33,6
R967,VEG232,3,Would need to read more into this.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,5,5,3,13,2,2,3,3,3,4,1,1,1,1,1,2,2,2,2,4,4,4,4,7
R968,FSG1,4,A good option to help combat climate change.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,3,2,3,2,2,2,4,5,3,4,2,2,5,3,3,1,1,5,2.33,7,7,6,6.67,1
R969,FSG2,4,A joke.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,4,3,3,3,1,1,5,4,2,4,11,4,4,2,2,3,4,4,3.67,5,7,3,5,2
R970,FSG3,4,A potentially useful future fuel.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,1,3,3,3,3,1,1,4,3,3,1,9,1,5,1,1,4,3,3,3.33,6,6,5,5.67,5
R971,FSG4,4,Amazing.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,2,2,2,1,1,1,5,3,4,6,4,3,4,4,4,5,4,4.33,4,6,3,4.33,5
R972,FSG5,4,Amazing work.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,2,4,2,2,2,1,2,4,2,3,2,4,3,3,2,2,5,5,5,5,4,2,6,4,1
R973,FSG6,4,Anything that reduces fuel costs and helps the environment is good.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,1,3,3,2,3,2,2,1,3,3,4,6,4,3,1,1,2,2,3,2.33,8,8,9,8.33,3
R974,FSG7,4,Anything that will benefit the environment should be explored.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,3,1,3,1,2,2,4,3,3,4,2,2,3,2,2,2,2,3,2.33,10,10,10,10,4
R975,FSG8,4,"Before this I knew very little, now I am very interested.",.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,1,3,2,2,2,3,1,3,3,3,5,5,4,5,1,1,2,2,2,2,8,9,9,8.67,2
R976,FSG9,4,Changes to households shouldn’t cost the householders extra money if this is going to an enforced product.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,1,1,1,2,1,3,2,1,3,1,1,11,4,1,2,2,3,2,3,2.67,6,7,6,6.33,6
R977,FSG10,4,Concerned due to history.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Concerned,2,2,2,3,3,3,3,2,1,4,4,2,5,10,2,3,1,1,4,2,3,3,8,8,8,8,6
R978,FSG11,4,Concerned its not safe as highly flammable.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Concerned,2,2,2,2,2,3,2,2,2,5,4,3,5,10,2,3,1,1,4,3,2,3,5,4,1,3.33,5
R979,FSG12,4,Conflicted.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Conflicted,2,3,2,3,2,3,2,2,2,4,3,2,1,9,1,3,2,2,3,3,2,2.67,5,5,5,5,7
R980,FSG13,4,Confusing.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Confused,2,1,3,2,3,3,3,1,1,5,3,3,1,2,2,3,2,2,3,2,3,2.67,4,4,5,4.33,7
R981,FSG14,4,Costs will be the deciding factor.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,2,3,3,3,3,1,3,1,3,5,7,4,5,2,2,3,2,1,2,5,5,5,5,6
R982,FSG15,4,Dangerous and expensive I would think.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,3,3,2,3,2,3,1,5,3,2,4,11,4,5,3,3,4,4,1,3,2,1,1,1.33,6
R983,FSG16,4,Depends on the cost of installation and running costs.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,3,3,4,3,4,3,1,5,5,3,5,6,4,4,4,4,1,2,2,1.67,8,7,5,6.67,7
